strain,length,width,phase
YkgS,36.34087,7.514723,exp
YkgS,47.93614,7.5273147,exp
YkgS,73.217636,7.53048,exp
YkgS,74.65517,7.5931683,exp
YkgS,98.38023,7.6203055,exp
YkgS,35.526043,7.62069,exp
YkgS,62.27454,7.6236105,exp
YkgS,74.19751,7.6329293,exp
YkgS,36.96547,7.6339793,exp
YkgS,42.184208,7.6385593,exp
YkgS,74.62621,7.66363,exp
YkgS,27.296442,7.6765018,exp
YkgS,48.18744,7.6971626,exp
YkgS,89.17519,7.715335,exp
YkgS,34.241302,7.71541,exp
YkgS,39.150394,7.7320027,exp
YkgS,37.739586,7.750764,exp
YkgS,53.464863,7.7514424,exp
YkgS,34.47112,7.8021646,exp
YkgS,53.3149,7.8130174,exp
YkgS,63.49558,7.823585,exp
YkgS,72.861336,7.85911,exp
YkgS,29.393364,7.8662376,exp
YkgS,34.904884,7.896867,exp
YkgS,45.078217,7.897326,exp
YkgS,32.170742,7.9203157,exp
YkgS,30.809568,7.9531155,exp
YkgS,28.048723,7.994847,exp
YkgS,44.539642,8.000954,exp
YkgS,30.455853,8.039185,exp
YkgS,90.99574,8.070503,exp
YkgS,33.639877,8.075177,exp
YkgS,68.36878,8.078864,exp
YkgS,28.704521,8.084882,exp
YkgS,97.850174,8.113865,exp
YkgS,48.682865,8.150479,exp
YkgS,56.040302,8.174292,exp
YkgS,29.137018,8.217412,exp
YkgS,20.519896,8.2199135,exp
YkgS,79.87112,8.29433,exp
YkgS,22.271917,8.340875,exp
YkgS,32.598484,8.361326,exp
YkgS,53.299892,8.414315,exp
YkgS,52.092865,8.416347,exp
YkgS,32.637115,8.428455,exp
YkgS,27.008791,8.43996,exp
YkgS,38.25337,8.44713,exp
YkgS,62.553204,8.564644,exp
YkgS,39.17522,8.610534,exp
YkgS,49.828224,8.691882,exp
YkgS,24.25721,8.697094,exp
YkgS,27.113169,8.726949,exp
YkgS,33.72079,8.921924,exp
YkgS,51.542515,8.976304,exp
YkgS,87.97066,9.014163,exp
YkgS,29.201683,9.350888,exp
YkgS,57.051044,9.4336405,exp
YkgS,39.92888,9.930217,exp
YkgS,55.9463,10.166106,exp
YkgS,30.364445,10.316244,exp
phoQ,24.166737,7.594056,exp
phoQ,45.352688,8.04314,exp
phoQ,38.606453,8.23443,exp
phoQ,39.90818,8.240026,exp
phoQ,75.604645,8.301579,exp
phoQ,39.517193,8.3101425,exp
phoQ,53.45108,8.37962,exp
phoQ,37.72424,8.424714,exp
phoQ,45.780415,8.42683,exp
phoQ,22.093317,8.509749,exp
phoQ,28.582909,8.622295,exp
phoQ,36.423027,8.705142,exp
phoQ,32.193394,8.818605,exp
phoQ,56.564045,8.867035,exp
phoQ,50.60328,8.868513,exp
phoQ,58.915237,8.954225,exp
phoQ,46.625122,8.961899,exp
phoQ,22.778214,8.97282,exp
phoQ,34.450226,8.978129,exp
phoQ,28.297081,8.983077,exp
phoQ,22.261757,9.006132,exp
phoQ,40.647762,9.029365,exp
phoQ,37.275528,9.0626135,exp
phoQ,33.355648,9.0630665,exp
phoQ,33.569557,9.0678625,exp
phoQ,50.268036,9.094506,exp
phoQ,38.794407,9.198107,exp
phoQ,75.15578,9.24611,exp
phoQ,31.960793,9.265783,exp
phoQ,95.31643,9.276265,exp
phoQ,59.944416,9.28231,exp
phoQ,22.785059,9.2971525,exp
phoQ,50.732132,9.309208,exp
phoQ,54.600872,9.314147,exp
phoQ,26.59123,9.341371,exp
phoQ,40.77032,9.354306,exp
phoQ,36.383125,9.355791,exp
phoQ,46.70536,9.36557,exp
phoQ,68.934296,9.369861,exp
phoQ,43.488926,9.388521,exp
phoQ,41.56724,9.442697,exp
phoQ,41.86999,9.458977,exp
phoQ,34.29958,9.476168,exp
phoQ,31.55989,9.493596,exp
phoQ,76.88883,9.5073805,exp
phoQ,26.608778,9.509562,exp
phoQ,43.526978,9.527129,exp
phoQ,40.76226,9.537329,exp
phoQ,27.305387,9.559964,exp
phoQ,47.23181,9.570535,exp
phoQ,43.40436,9.573996,exp
phoQ,49.39443,9.587516,exp
phoQ,23.191542,9.591118,exp
phoQ,28.104778,9.61844,exp
phoQ,48.84049,9.625293,exp
phoQ,44.21178,9.639552,exp
phoQ,59.346245,9.653688,exp
phoQ,32.76748,9.683514,exp
phoQ,33.658203,9.709308,exp
phoQ,62.567444,9.723101,exp
phoQ,41.398884,9.724001,exp
phoQ,41.54862,9.726547,exp
phoQ,46.66804,9.750567,exp
phoQ,57.21971,9.757451,exp
phoQ,60.874958,9.758805,exp
phoQ,69.28674,9.784275,exp
phoQ,28.609514,9.789652,exp
phoQ,43.019215,9.793149,exp
phoQ,47.927143,9.800305,exp
phoQ,33.283516,9.805106,exp
phoQ,55.632305,9.816961,exp
phoQ,83.3595,9.824437,exp
phoQ,66.70129,9.83839,exp
phoQ,29.676203,9.843323,exp
phoQ,39.512882,9.851707,exp
phoQ,52.05432,9.853847,exp
phoQ,40.506393,9.870677,exp
phoQ,38.391846,9.874423,exp
phoQ,61.596844,9.880211,exp
phoQ,36.260963,9.897145,exp
phoQ,78.401405,9.906688,exp
phoQ,57.36134,9.907062,exp
phoQ,58.516983,9.935735,exp
phoQ,40.910484,9.937509,exp
phoQ,46.37355,9.943632,exp
phoQ,43.471977,9.94775,exp
phoQ,32.389915,9.948115,exp
phoQ,46.976223,9.9498,exp
phoQ,36.164536,9.96824,exp
phoQ,54.29429,9.968899,exp
phoQ,51.81187,9.99268,exp
phoQ,37.651196,10.001512,exp
phoQ,66.55539,10.005052,exp
phoQ,24.479935,10.005844,exp
phoQ,40.28222,10.010026,exp
phoQ,65.54451,10.012198,exp
phoQ,55.030495,10.028332,exp
phoQ,44.68277,10.041848,exp
phoQ,52.39234,10.066927,exp
phoQ,41.101894,10.080625,exp
phoQ,52.407513,10.097217,exp
phoQ,69.14093,10.10164,exp
phoQ,35.901775,10.109245,exp
phoQ,57.07748,10.130722,exp
phoQ,49.55901,10.146269,exp
phoQ,33.839684,10.149164,exp
phoQ,50.912266,10.1623335,exp
phoQ,59.70906,10.173213,exp
phoQ,66.00912,10.174978,exp
phoQ,15.2092905,10.182462,exp
phoQ,51.165283,10.187977,exp
phoQ,41.91268,10.192127,exp
phoQ,67.98244,10.207531,exp
phoQ,62.052113,10.219658,exp
phoQ,70.625916,10.254368,exp
phoQ,39.41157,10.270619,exp
phoQ,43.15689,10.28095,exp
phoQ,31.65127,10.2822075,exp
phoQ,51.132355,10.303102,exp
phoQ,32.98578,10.304448,exp
phoQ,68.46201,10.306412,exp
phoQ,53.572998,10.316021,exp
phoQ,34.820152,10.33318,exp
phoQ,47.10159,10.333371,exp
phoQ,33.606586,10.341945,exp
phoQ,38.086483,10.343067,exp
phoQ,60.06601,10.344304,exp
phoQ,50.1564,10.376265,exp
phoQ,18.146519,10.38531,exp
phoQ,61.432426,10.395169,exp
phoQ,48.462772,10.408249,exp
phoQ,72.45317,10.409662,exp
phoQ,46.759537,10.413259,exp
phoQ,52.817574,10.419808,exp
phoQ,64.1859,10.420544,exp
phoQ,54.26724,10.4391985,exp
phoQ,46.534946,10.444183,exp
phoQ,47.311417,10.449826,exp
phoQ,59.652145,10.451506,exp
phoQ,49.48714,10.4537115,exp
phoQ,26.109085,10.462711,exp
phoQ,34.989464,10.464513,exp
phoQ,43.036026,10.476262,exp
phoQ,38.594532,10.477977,exp
phoQ,35.459854,10.480869,exp
phoQ,45.11505,10.489464,exp
phoQ,34.29539,10.491579,exp
phoQ,72.73313,10.494036,exp
phoQ,46.71661,10.495184,exp
phoQ,47.953514,10.495491,exp
phoQ,31.492067,10.508559,exp
phoQ,26.823273,10.51503,exp
phoQ,54.363514,10.516373,exp
phoQ,43.236485,10.517919,exp
phoQ,14.370124,10.528385,exp
phoQ,44.262173,10.543993,exp
phoQ,46.994892,10.5739155,exp
phoQ,28.64272,10.575976,exp
phoQ,91.925766,10.580263,exp
phoQ,58.093636,10.580805,exp
phoQ,60.528545,10.586605,exp
phoQ,70.87986,10.592032,exp
phoQ,42.49544,10.592363,exp
phoQ,45.400818,10.601204,exp
phoQ,37.69484,10.603002,exp
phoQ,33.470097,10.6098585,exp
phoQ,59.539043,10.609926,exp
phoQ,41.713516,10.621457,exp
phoQ,72.88771,10.627592,exp
phoQ,40.267307,10.627805,exp
phoQ,24.997063,10.632004,exp
phoQ,42.32997,10.632026,exp
phoQ,52.705265,10.649905,exp
phoQ,38.196957,10.679446,exp
phoQ,57.886875,10.686146,exp
phoQ,65.12693,10.691846,exp
phoQ,15.8990345,10.698981,exp
phoQ,48.83037,10.699744,exp
phoQ,34.24572,10.704307,exp
phoQ,65.89767,10.707426,exp
phoQ,35.15955,10.717113,exp
phoQ,44.252804,10.719259,exp
phoQ,39.143272,10.725234,exp
phoQ,41.39021,10.728484,exp
phoQ,41.397385,10.732255,exp
phoQ,58.316933,10.734778,exp
phoQ,48.83612,10.75832,exp
phoQ,66.69494,10.766592,exp
phoQ,42.329227,10.771227,exp
phoQ,40.02277,10.783869,exp
phoQ,42.01509,10.787128,exp
phoQ,55.776627,10.794935,exp
phoQ,45.717686,10.804789,exp
phoQ,44.344646,10.805959,exp
phoQ,22.609211,10.82346,exp
phoQ,83.75694,10.826427,exp
phoQ,64.8535,10.831794,exp
phoQ,40.76228,10.833247,exp
phoQ,67.03353,10.839532,exp
phoQ,40.89941,10.851582,exp
phoQ,58.623928,10.863152,exp
phoQ,51.338932,10.865063,exp
phoQ,39.606567,10.875838,exp
phoQ,34.37143,10.894584,exp
phoQ,61.719368,10.909689,exp
phoQ,55.476418,10.915473,exp
phoQ,44.816116,10.924962,exp
phoQ,47.124943,10.94889,exp
phoQ,21.231455,10.951204,exp
phoQ,35.34038,10.953591,exp
phoQ,26.560555,10.959536,exp
phoQ,42.221806,10.971306,exp
phoQ,51.550545,10.996684,exp
phoQ,55.34195,11.0045395,exp
phoQ,37.974392,11.015555,exp
phoQ,35.46502,11.024624,exp
phoQ,30.15198,11.033081,exp
phoQ,42.51439,11.065705,exp
phoQ,37.825428,11.066404,exp
phoQ,55.142464,11.096836,exp
phoQ,44.282536,11.117356,exp
phoQ,49.382057,11.161452,exp
phoQ,77.95816,11.183082,exp
phoQ,65.83849,11.196455,exp
phoQ,39.968033,11.19799,exp
phoQ,27.867537,11.212851,exp
phoQ,33.288692,11.215678,exp
phoQ,51.9911,11.261968,exp
phoQ,35.34073,11.289466,exp
phoQ,94.40134,11.295812,exp
phoQ,22.282642,11.305282,exp
phoQ,39.43542,11.311809,exp
phoQ,51.05072,11.343844,exp
phoQ,86.410385,11.356478,exp
phoQ,63.049458,11.3912325,exp
phoQ,60.335804,11.399795,exp
phoQ,33.44373,11.402912,exp
phoQ,37.16323,11.41366,exp
phoQ,57.163303,11.421563,exp
phoQ,44.83357,11.432724,exp
phoQ,41.67328,11.46575,exp
phoQ,45.255196,11.496251,exp
phoQ,41.06961,11.518707,exp
phoQ,35.347168,11.52797,exp
phoQ,99.416214,11.55867,exp
phoQ,35.330467,11.55903,exp
phoQ,35.95131,11.584287,exp
phoQ,41.08196,11.594674,exp
phoQ,51.20893,11.61801,exp
phoQ,37.938847,11.67203,exp
phoQ,40.66028,11.723122,exp
phoQ,47.655403,11.746308,exp
phoQ,62.478184,11.756825,exp
phoQ,39.321827,11.78128,exp
phoQ,46.657837,11.801015,exp
phoQ,71.28156,11.841152,exp
phoQ,51.73857,11.859316,exp
phoQ,56.490887,11.903535,exp
phoQ,79.245834,11.925101,exp
phoQ,31.82223,11.94084,exp
phoQ,41.8286,11.998122,exp
phoQ,56.77349,12.003889,exp
phoQ,82.36499,12.01811,exp
phoQ,67.81254,12.062755,exp
phoQ,31.547314,12.067355,exp
phoQ,25.181637,12.072009,exp
phoQ,41.8384,12.094537,exp
phoQ,37.726856,12.126538,exp
phoQ,57.914703,12.248524,exp
phoQ,64.18412,12.284648,exp
phoQ,54.20123,12.378654,exp
phoQ,26.463488,12.418127,exp
phoQ,52.494656,12.449436,exp
phoQ,27.159752,12.517753,exp
phoQ,44.603294,12.57137,exp
phoQ,37.082436,12.5856495,exp
phoQ,58.922634,12.632043,exp
phoQ,22.418447,12.67814,exp
phoQ,40.915157,12.766117,exp
phoQ,51.142403,12.90537,exp
phoQ,37.800037,12.947044,exp
phoQ,62.50609,13.086662,exp
phoQ,57.700108,13.1167145,exp
phoQ,41.804634,13.122835,exp
phoQ,54.049652,13.16787,exp
phoQ,43.45352,13.257532,exp
phoQ,63.59998,13.2688675,exp
phoQ,51.12041,13.3411665,exp
phoQ,47.231194,13.353314,exp
phoQ,34.06322,13.367654,exp
phoQ,49.728325,13.381227,exp
phoQ,46.487442,13.42671,exp
phoQ,29.318863,13.597597,exp
phoQ,49.313503,13.704063,exp
phoQ,57.853767,13.805672,exp
phoQ,33.74836,14.052513,exp
phoQ,61.28485,14.1905985,exp
phoQ,43.853775,14.976646,exp
phoQ,27.968287,14.995097,exp
phoQ,78.891174,15.366458,exp
phoQ,86.00028,16.369198,exp
phoQ,45.813313,19.315264,exp
YoaI_stop,17.069027,6.255399,lag
YoaI_stop,36.608486,6.3827214,lag
YoaI_stop,44.517124,6.4347606,lag
YoaI_stop,43.152645,6.552162,lag
YoaI_stop,30.713053,6.6124043,lag
YoaI_stop,23.13807,6.652812,lag
YoaI_stop,36.61313,6.66666,lag
YoaI_stop,36.77318,6.7420864,lag
YoaI_stop,39.65092,6.743293,lag
YoaI_stop,36.366974,6.7820845,lag
YoaI_stop,34.01885,6.7851696,lag
YoaI_stop,27.797907,6.8070855,lag
YoaI_stop,29.581244,6.811935,lag
YoaI_stop,27.626028,6.847804,lag
YoaI_stop,36.50396,6.877371,lag
YoaI_stop,35.97687,6.8800564,lag
YoaI_stop,29.820223,6.910662,lag
YoaI_stop,20.105938,6.921924,lag
YoaI_stop,19.684603,6.9274936,lag
YoaI_stop,36.802486,6.9294176,lag
YoaI_stop,36.91005,6.9437847,lag
YoaI_stop,30.608345,6.951777,lag
YoaI_stop,35.091465,6.953084,lag
YoaI_stop,35.477814,6.9705048,lag
YoaI_stop,24.790916,6.976586,lag
YoaI_stop,38.86214,6.9997034,lag
YoaI_stop,22.379263,7.0227966,lag
YoaI_stop,36.44394,7.0245047,lag
YoaI_stop,24.700445,7.031343,lag
YoaI_stop,26.639215,7.0352464,lag
YoaI_stop,35.68436,7.037475,lag
YoaI_stop,37.274967,7.0408044,lag
YoaI_stop,34.842266,7.050627,lag
YoaI_stop,31.973713,7.051639,lag
YoaI_stop,32.88996,7.0521026,lag
YoaI_stop,31.415194,7.072616,lag
YoaI_stop,30.045212,7.0818033,lag
YoaI_stop,30.719994,7.0848265,lag
YoaI_stop,29.480858,7.0903673,lag
YoaI_stop,34.38505,7.1090536,lag
YoaI_stop,23.231699,7.1129165,lag
YoaI_stop,32.149952,7.122108,lag
YoaI_stop,16.726362,7.122562,lag
YoaI_stop,24.129,7.1362195,lag
YoaI_stop,32.70412,7.14873,lag
YoaI_stop,31.91924,7.152816,lag
YoaI_stop,20.779732,7.152908,lag
YoaI_stop,26.280556,7.155326,lag
YoaI_stop,33.966213,7.1563497,lag
YoaI_stop,23.893627,7.161503,lag
YoaI_stop,38.472153,7.164115,lag
YoaI_stop,30.251574,7.164205,lag
YoaI_stop,20.48618,7.1778326,lag
YoaI_stop,39.991596,7.180245,lag
YoaI_stop,26.07882,7.182534,lag
YoaI_stop,34.954456,7.1918144,lag
YoaI_stop,31.791517,7.1924725,lag
YoaI_stop,25.87792,7.1956882,lag
YoaI_stop,36.198845,7.1997395,lag
YoaI_stop,36.40003,7.21347,lag
YoaI_stop,26.825178,7.216992,lag
YoaI_stop,29.84775,7.2193103,lag
YoaI_stop,34.76597,7.2216578,lag
YoaI_stop,32.23931,7.2236524,lag
YoaI_stop,28.891918,7.2327213,lag
YoaI_stop,35.82171,7.2446594,lag
YoaI_stop,24.432137,7.2503476,lag
YoaI_stop,33.990116,7.2513328,lag
YoaI_stop,25.242037,7.2602777,lag
YoaI_stop,17.833754,7.260869,lag
YoaI_stop,31.112968,7.2611685,lag
YoaI_stop,30.424063,7.2635574,lag
YoaI_stop,34.4764,7.2645626,lag
YoaI_stop,29.785341,7.267932,lag
YoaI_stop,32.72467,7.26838,lag
YoaI_stop,34.044186,7.272678,lag
YoaI_stop,27.393005,7.281515,lag
YoaI_stop,34.02655,7.2873225,lag
YoaI_stop,37.890877,7.287607,lag
YoaI_stop,23.583744,7.2888474,lag
YoaI_stop,29.427097,7.289727,lag
YoaI_stop,29.742281,7.291369,lag
YoaI_stop,21.740461,7.2916627,lag
YoaI_stop,34.424427,7.2978354,lag
YoaI_stop,17.02116,7.2994323,lag
YoaI_stop,28.549475,7.3000484,lag
YoaI_stop,30.323961,7.305421,lag
YoaI_stop,25.582445,7.3074336,lag
YoaI_stop,31.886818,7.3189597,lag
YoaI_stop,24.72542,7.3208156,lag
YoaI_stop,22.290678,7.3352523,lag
YoaI_stop,24.676224,7.3358016,lag
YoaI_stop,31.162508,7.3377743,lag
YoaI_stop,32.04094,7.3384414,lag
YoaI_stop,27.348085,7.3404775,lag
YoaI_stop,26.666922,7.342718,lag
YoaI_stop,45.294937,7.3458095,lag
YoaI_stop,29.17905,7.346447,lag
YoaI_stop,27.574379,7.349706,lag
YoaI_stop,28.616133,7.3561482,lag
YoaI_stop,27.385914,7.3566074,lag
YoaI_stop,35.13557,7.3569245,lag
YoaI_stop,22.196135,7.35876,lag
YoaI_stop,21.421185,7.3590183,lag
YoaI_stop,19.315401,7.359661,lag
YoaI_stop,26.341072,7.3618464,lag
YoaI_stop,17.670925,7.3631907,lag
YoaI_stop,31.963902,7.364641,lag
YoaI_stop,22.589636,7.3725023,lag
YoaI_stop,36.1753,7.3727016,lag
YoaI_stop,31.131348,7.386795,lag
YoaI_stop,19.615135,7.3878446,lag
YoaI_stop,32.137978,7.3921204,lag
YoaI_stop,20.994225,7.39732,lag
YoaI_stop,22.922255,7.3999662,lag
YoaI_stop,36.055504,7.4001217,lag
YoaI_stop,15.28904,7.407063,lag
YoaI_stop,33.369896,7.4098306,lag
YoaI_stop,23.867233,7.4099445,lag
YoaI_stop,21.21881,7.4100466,lag
YoaI_stop,26.608522,7.4119596,lag
YoaI_stop,32.393333,7.412221,lag
YoaI_stop,25.738598,7.414019,lag
YoaI_stop,28.324627,7.4140363,lag
YoaI_stop,25.00408,7.41912,lag
YoaI_stop,25.776907,7.422205,lag
YoaI_stop,32.246094,7.431801,lag
YoaI_stop,33.485535,7.435985,lag
YoaI_stop,26.315475,7.4374313,lag
YoaI_stop,25.250624,7.4402742,lag
YoaI_stop,31.38803,7.446338,lag
YoaI_stop,29.924253,7.454461,lag
YoaI_stop,21.672092,7.4555874,lag
YoaI_stop,28.383736,7.456046,lag
YoaI_stop,41.73318,7.456959,lag
YoaI_stop,23.957382,7.4615655,lag
YoaI_stop,34.047443,7.465001,lag
YoaI_stop,21.983131,7.471433,lag
YoaI_stop,31.795557,7.4739857,lag
YoaI_stop,35.542038,7.4745126,lag
YoaI_stop,19.882639,7.482851,lag
YoaI_stop,21.957924,7.483019,lag
YoaI_stop,26.738821,7.4834943,lag
YoaI_stop,25.511333,7.48553,lag
YoaI_stop,21.868177,7.4867735,lag
YoaI_stop,30.742853,7.4900417,lag
YoaI_stop,27.84653,7.491926,lag
YoaI_stop,44.951954,7.4958935,lag
YoaI_stop,27.554789,7.4971437,lag
YoaI_stop,25.918522,7.498008,lag
YoaI_stop,26.753098,7.5079236,lag
YoaI_stop,26.694088,7.5092793,lag
YoaI_stop,20.555801,7.5165277,lag
YoaI_stop,24.306765,7.517452,lag
YoaI_stop,19.181215,7.517783,lag
YoaI_stop,17.046665,7.5191197,lag
YoaI_stop,16.485102,7.5214415,lag
YoaI_stop,25.624891,7.522697,lag
YoaI_stop,23.31488,7.522834,lag
YoaI_stop,27.027771,7.5303397,lag
YoaI_stop,17.967442,7.5345864,lag
YoaI_stop,25.303242,7.535935,lag
YoaI_stop,19.619766,7.536161,lag
YoaI_stop,26.649122,7.537018,lag
YoaI_stop,29.099863,7.540128,lag
YoaI_stop,32.822506,7.5403223,lag
YoaI_stop,22.659658,7.541026,lag
YoaI_stop,31.682093,7.5437574,lag
YoaI_stop,34.24481,7.5450535,lag
YoaI_stop,26.173872,7.548101,lag
YoaI_stop,30.326172,7.5591354,lag
YoaI_stop,31.525858,7.560107,lag
YoaI_stop,28.237732,7.565759,lag
YoaI_stop,27.868315,7.577892,lag
YoaI_stop,22.311485,7.5791683,lag
YoaI_stop,30.674454,7.5837436,lag
YoaI_stop,28.805283,7.5845523,lag
YoaI_stop,28.980387,7.5855794,lag
YoaI_stop,22.437204,7.588543,lag
YoaI_stop,19.865355,7.5892835,lag
YoaI_stop,27.710358,7.5893803,lag
YoaI_stop,29.932528,7.590056,lag
YoaI_stop,26.01119,7.5903864,lag
YoaI_stop,19.2338,7.5971174,lag
YoaI_stop,28.429817,7.6001253,lag
YoaI_stop,17.119087,7.601328,lag
YoaI_stop,19.639011,7.6027064,lag
YoaI_stop,16.295282,7.6047316,lag
YoaI_stop,28.52254,7.6104894,lag
YoaI_stop,21.641123,7.610523,lag
YoaI_stop,29.453524,7.615346,lag
YoaI_stop,25.86692,7.621803,lag
YoaI_stop,24.28765,7.6247125,lag
YoaI_stop,25.350203,7.626072,lag
YoaI_stop,20.451143,7.6263595,lag
YoaI_stop,27.093224,7.6273003,lag
YoaI_stop,19.717087,7.6275253,lag
YoaI_stop,28.789862,7.627893,lag
YoaI_stop,28.492998,7.628197,lag
YoaI_stop,20.075863,7.6314588,lag
YoaI_stop,19.90471,7.6335216,lag
YoaI_stop,19.851896,7.635425,lag
YoaI_stop,35.7639,7.639987,lag
YoaI_stop,37.29434,7.646729,lag
YoaI_stop,24.650923,7.646933,lag
YoaI_stop,21.452703,7.647183,lag
YoaI_stop,26.94544,7.651505,lag
YoaI_stop,26.123957,7.652101,lag
YoaI_stop,22.44447,7.654028,lag
YoaI_stop,31.400362,7.658184,lag
YoaI_stop,28.083208,7.6611257,lag
YoaI_stop,20.879045,7.664712,lag
YoaI_stop,19.530231,7.6675572,lag
YoaI_stop,21.616133,7.669045,lag
YoaI_stop,23.067194,7.669263,lag
YoaI_stop,36.64352,7.670831,lag
YoaI_stop,23.965277,7.678153,lag
YoaI_stop,32.73524,7.6816463,lag
YoaI_stop,41.75961,7.686359,lag
YoaI_stop,21.885923,7.687198,lag
YoaI_stop,20.862228,7.7049694,lag
YoaI_stop,24.748034,7.7055907,lag
YoaI_stop,35.529716,7.706417,lag
YoaI_stop,28.036596,7.711425,lag
YoaI_stop,22.7811,7.7132173,lag
YoaI_stop,23.311472,7.727909,lag
YoaI_stop,23.646162,7.72813,lag
YoaI_stop,18.943453,7.735613,lag
YoaI_stop,31.247286,7.735855,lag
YoaI_stop,28.6851,7.740496,lag
YoaI_stop,20.611814,7.7425823,lag
YoaI_stop,29.283741,7.7484074,lag
YoaI_stop,24.254482,7.7496023,lag
YoaI_stop,21.023151,7.7503104,lag
YoaI_stop,22.831108,7.752691,lag
YoaI_stop,30.329622,7.7530227,lag
YoaI_stop,28.273825,7.754193,lag
YoaI_stop,19.80274,7.754238,lag
YoaI_stop,18.533298,7.7554703,lag
YoaI_stop,44.22938,7.7564106,lag
YoaI_stop,25.539349,7.7570305,lag
YoaI_stop,19.2643,7.7591124,lag
YoaI_stop,24.484324,7.760454,lag
YoaI_stop,22.25956,7.766745,lag
YoaI_stop,22.540583,7.767583,lag
YoaI_stop,20.242613,7.769975,lag
YoaI_stop,27.672844,7.77449,lag
YoaI_stop,29.464172,7.7749805,lag
YoaI_stop,23.350346,7.7751036,lag
YoaI_stop,31.227772,7.776607,lag
YoaI_stop,19.611618,7.7783966,lag
YoaI_stop,21.040825,7.7786384,lag
YoaI_stop,29.417368,7.7795186,lag
YoaI_stop,19.450539,7.786504,lag
YoaI_stop,27.301119,7.792393,lag
YoaI_stop,21.674747,7.793521,lag
YoaI_stop,23.106283,7.7948556,lag
YoaI_stop,34.51513,7.8091173,lag
YoaI_stop,26.569038,7.809547,lag
YoaI_stop,28.791155,7.8114753,lag
YoaI_stop,27.405708,7.812587,lag
YoaI_stop,26.139154,7.814743,lag
YoaI_stop,30.665625,7.8152394,lag
YoaI_stop,25.7931,7.822827,lag
YoaI_stop,24.171074,7.823893,lag
YoaI_stop,28.504173,7.8247733,lag
YoaI_stop,25.403776,7.829617,lag
YoaI_stop,20.427784,7.8304915,lag
YoaI_stop,16.442715,7.834753,lag
YoaI_stop,20.405317,7.8415875,lag
YoaI_stop,19.60621,7.8435326,lag
YoaI_stop,19.317408,7.8453617,lag
YoaI_stop,32.596313,7.8460083,lag
YoaI_stop,20.539392,7.847441,lag
YoaI_stop,23.87458,7.850016,lag
YoaI_stop,26.150127,7.8553925,lag
YoaI_stop,30.157406,7.8569326,lag
YoaI_stop,34.393074,7.861532,lag
YoaI_stop,41.137226,7.864329,lag
YoaI_stop,19.96151,7.8724513,lag
YoaI_stop,28.807007,7.873087,lag
YoaI_stop,15.580337,7.8739643,lag
YoaI_stop,22.818996,7.8784847,lag
YoaI_stop,21.876923,7.884587,lag
YoaI_stop,28.504803,7.88945,lag
YoaI_stop,21.209894,7.8915005,lag
YoaI_stop,28.450659,7.893749,lag
YoaI_stop,22.804373,7.901026,lag
YoaI_stop,22.368553,7.9021544,lag
YoaI_stop,24.554514,7.905534,lag
YoaI_stop,21.620481,7.907669,lag
YoaI_stop,26.622036,7.9105663,lag
YoaI_stop,23.774126,7.9133825,lag
YoaI_stop,22.982138,7.9149284,lag
YoaI_stop,21.718262,7.917544,lag
YoaI_stop,24.220057,7.919398,lag
YoaI_stop,37.904327,7.9258614,lag
YoaI_stop,19.757853,7.9261374,lag
YoaI_stop,21.013218,7.9267635,lag
YoaI_stop,25.503082,7.931528,lag
YoaI_stop,27.205227,7.9320717,lag
YoaI_stop,23.90149,7.9349675,lag
YoaI_stop,26.879763,7.93957,lag
YoaI_stop,20.598352,7.9411426,lag
YoaI_stop,24.304813,7.9428205,lag
YoaI_stop,29.652767,7.9430776,lag
YoaI_stop,20.291813,7.943733,lag
YoaI_stop,17.816198,7.9468517,lag
YoaI_stop,28.39358,7.951078,lag
YoaI_stop,20.751526,7.95221,lag
YoaI_stop,21.44586,7.954789,lag
YoaI_stop,18.596094,7.9558115,lag
YoaI_stop,21.78263,7.961004,lag
YoaI_stop,21.954428,7.9640465,lag
YoaI_stop,25.685932,7.967149,lag
YoaI_stop,24.361717,7.972049,lag
YoaI_stop,24.321014,7.9732776,lag
YoaI_stop,19.81238,7.9748178,lag
YoaI_stop,31.61506,7.9762435,lag
YoaI_stop,19.59082,7.979167,lag
YoaI_stop,26.540316,7.9839234,lag
YoaI_stop,20.852592,7.9840703,lag
YoaI_stop,35.026047,7.9873433,lag
YoaI_stop,25.456429,7.9929743,lag
YoaI_stop,21.911573,7.9982204,lag
YoaI_stop,23.149836,8.000767,lag
YoaI_stop,21.6752,8.0055,lag
YoaI_stop,35.00243,8.006016,lag
YoaI_stop,35.699852,8.00665,lag
YoaI_stop,19.616087,8.006902,lag
YoaI_stop,31.977411,8.007559,lag
YoaI_stop,21.355127,8.012015,lag
YoaI_stop,23.906895,8.0174885,lag
YoaI_stop,15.435513,8.018498,lag
YoaI_stop,28.380283,8.019769,lag
YoaI_stop,19.123169,8.01978,lag
YoaI_stop,17.57151,8.02575,lag
YoaI_stop,21.380098,8.028691,lag
YoaI_stop,20.845879,8.034852,lag
YoaI_stop,28.009241,8.035511,lag
YoaI_stop,24.521633,8.037072,lag
YoaI_stop,23.199518,8.040768,lag
YoaI_stop,30.983032,8.046522,lag
YoaI_stop,24.760038,8.050182,lag
YoaI_stop,18.255827,8.054967,lag
